"global_step","22291472_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step","22291472_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step__MIN","22291472_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step__MAX","22291472_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last","22291472_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last__MIN","22291472_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last__MAX","22291471_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step","22291471_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step__MIN","22291471_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step__MAX","22291471_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last","22291471_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last__MIN","22291471_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last__MAX","22291470_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step","22291470_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step__MIN","22291470_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step__MAX","22291470_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last","22291470_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last__MIN","22291470_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last__MAX","22291469_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step","22291469_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step__MIN","22291469_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step__MAX","22291469_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last","22291469_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last__MIN","22291469_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last__MAX","22291468_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step","22291468_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step__MIN","22291468_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step__MAX","22291468_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last","22291468_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last__MIN","22291468_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last__MAX","22279908_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step","22279908_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step__MIN","22279908_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step__MAX","22279908_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last","22279908_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last__MIN","22279908_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last__MAX","22279907_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step","22279907_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step__MIN","22279907_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step__MAX","22279907_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last","22279907_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last__MIN","22279907_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last__MAX","22279905_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step","22279905_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step__MIN","22279905_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step__MAX","22279905_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last","22279905_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last__MIN","22279905_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last__MAX","22279906_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step","22279906_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step__MIN","22279906_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step__MAX","22279906_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last","22279906_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last__MIN","22279906_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last__MAX","22279904_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step","22279904_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step__MIN","22279904_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step__MAX","22279904_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last","22279904_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last__MIN","22279904_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last__MAX"
"362496000","254","254","254","0.0302734375","0.0302734375","0.0302734375","254","254","254","0.03564453125","0.03564453125","0.03564453125","254","254","254","0.03515625","0.03515625","0.03515625","254","254","254","0.03515625","0.03515625","0.03515625","254","254","254","0.04248046875","0.04248046875","0.04248046875","254","254","254","0.03271484375","0.03271484375","0.03271484375","254","254","254","0.0400390625","0.0400390625","0.0400390625","254","254","254","0.04736328125","0.04736328125","0.04736328125","254","254","254","0.03857421875","0.03857421875","0.03857421875","254","254","254","0.0439453125","0.0439453125","0.0439453125"
"364544000","255","255","255","0.044921875","0.044921875","0.044921875","255","255","255","0.037109375","0.037109375","0.037109375","255","255","255","0.0341796875","0.0341796875","0.0341796875","255","255","255","0.0380859375","0.0380859375","0.0380859375","255","255","255","0.03857421875","0.03857421875","0.03857421875","255","255","255","0.044921875","0.044921875","0.044921875","255","255","255","0.03271484375","0.03271484375","0.03271484375","255","255","255","0.037109375","0.037109375","0.037109375","255","255","255","0.0380859375","0.0380859375","0.0380859375","255","255","255","0.04296875","0.04296875","0.04296875"
"366592000","257","257","257","0.04150390625","0.04150390625","0.04150390625","257","257","257","0.0478515625","0.0478515625","0.0478515625","257","257","257","0.04443359375","0.04443359375","0.04443359375","257","257","257","0.04443359375","0.04443359375","0.04443359375","257","257","257","0.04052734375","0.04052734375","0.04052734375","257","257","257","0.04638671875","0.04638671875","0.04638671875","257","257","257","0.044921875","0.044921875","0.044921875","257","257","257","0.05712890625","0.05712890625","0.05712890625","257","257","257","0.0478515625","0.0478515625","0.0478515625","257","257","257","0.05810546875","0.05810546875","0.05810546875"
"368640000","258","258","258","0.03173828125","0.03173828125","0.03173828125","258","258","258","0.04052734375","0.04052734375","0.04052734375","258","258","258","0.03125","0.03125","0.03125","258","258","258","0.04931640625","0.04931640625","0.04931640625","258","258","258","0.0380859375","0.0380859375","0.0380859375","258","258","258","0.0361328125","0.0361328125","0.0361328125","258","258","258","0.03515625","0.03515625","0.03515625","258","258","258","0.0400390625","0.0400390625","0.0400390625","258","258","258","0.04443359375","0.04443359375","0.04443359375","258","258","258","0.0419921875","0.0419921875","0.0419921875"
"370688000","259","259","259","0.03271484375","0.03271484375","0.03271484375","259","259","259","0.04296875","0.04296875","0.04296875","259","259","259","0.0400390625","0.0400390625","0.0400390625","259","259","259","0.03857421875","0.03857421875","0.03857421875","259","259","259","0.03955078125","0.03955078125","0.03955078125","259","259","259","0.03662109375","0.03662109375","0.03662109375","259","259","259","0.04541015625","0.04541015625","0.04541015625","259","259","259","0.04541015625","0.04541015625","0.04541015625","259","259","259","0.0419921875","0.0419921875","0.0419921875","259","259","259","0.03662109375","0.03662109375","0.03662109375"
"372736000","261","261","261","0.04443359375","0.04443359375","0.04443359375","261","261","261","0.044921875","0.044921875","0.044921875","261","261","261","0.041015625","0.041015625","0.041015625","261","261","261","0.03173828125","0.03173828125","0.03173828125","261","261","261","0.04296875","0.04296875","0.04296875","261","261","261","0.0439453125","0.0439453125","0.0439453125","261","261","261","0.03955078125","0.03955078125","0.03955078125","261","261","261","0.04296875","0.04296875","0.04296875","261","261","261","0.03466796875","0.03466796875","0.03466796875","261","261","261","0.03662109375","0.03662109375","0.03662109375"
"374784000","262","262","262","0.04150390625","0.04150390625","0.04150390625","262","262","262","0.037109375","0.037109375","0.037109375","262","262","262","0.0322265625","0.0322265625","0.0322265625","262","262","262","0.033203125","0.033203125","0.033203125","262","262","262","0.041015625","0.041015625","0.041015625","262","262","262","0.03466796875","0.03466796875","0.03466796875","262","262","262","0.03564453125","0.03564453125","0.03564453125","262","262","262","0.05322265625","0.05322265625","0.05322265625","262","262","262","0.0400390625","0.0400390625","0.0400390625","262","262","262","0.0439453125","0.0439453125","0.0439453125"
"376832000","264","264","264","0.04541015625","0.04541015625","0.04541015625","264","264","264","0.044921875","0.044921875","0.044921875","264","264","264","0.0419921875","0.0419921875","0.0419921875","264","264","264","0.04248046875","0.04248046875","0.04248046875","264","264","264","0.0419921875","0.0419921875","0.0419921875","264","264","264","0.03857421875","0.03857421875","0.03857421875","264","264","264","0.04736328125","0.04736328125","0.04736328125","264","264","264","0.046875","0.046875","0.046875","264","264","264","0.0517578125","0.0517578125","0.0517578125","264","264","264","0.048828125","0.048828125","0.048828125"
"378880000","265","265","265","0.033203125","0.033203125","0.033203125","265","265","265","0.0234375","0.0234375","0.0234375","265","265","265","0.0263671875","0.0263671875","0.0263671875","265","265","265","0.037109375","0.037109375","0.037109375","265","265","265","0.04296875","0.04296875","0.04296875","265","265","265","0.03271484375","0.03271484375","0.03271484375","265","265","265","0.03564453125","0.03564453125","0.03564453125","265","265","265","0.04150390625","0.04150390625","0.04150390625","265","265","265","0.0380859375","0.0380859375","0.0380859375","265","265","265","0.04345703125","0.04345703125","0.04345703125"
"380928000","266","266","266","0.0302734375","0.0302734375","0.0302734375","266","266","266","0.04248046875","0.04248046875","0.04248046875","266","266","266","0.02783203125","0.02783203125","0.02783203125","266","266","266","0.033203125","0.033203125","0.033203125","266","266","266","0.03857421875","0.03857421875","0.03857421875","266","266","266","0.041015625","0.041015625","0.041015625","266","266","266","0.03076171875","0.03076171875","0.03076171875","266","266","266","0.0498046875","0.0498046875","0.0498046875","266","266","266","0.04150390625","0.04150390625","0.04150390625","266","266","266","0.0361328125","0.0361328125","0.0361328125"
"382976000","268","268","268","0.033203125","0.033203125","0.033203125","268","268","268","0.03662109375","0.03662109375","0.03662109375","268","268","268","0.03076171875","0.03076171875","0.03076171875","268","268","268","0.03466796875","0.03466796875","0.03466796875","268","268","268","0.03662109375","0.03662109375","0.03662109375","268","268","268","0.0361328125","0.0361328125","0.0361328125","268","268","268","0.0302734375","0.0302734375","0.0302734375","268","268","268","0.0390625","0.0390625","0.0390625","268","268","268","0.03173828125","0.03173828125","0.03173828125","268","268","268","0.04638671875","0.04638671875","0.04638671875"
"385024000","269","269","269","0.033203125","0.033203125","0.033203125","269","269","269","0.03369140625","0.03369140625","0.03369140625","269","269","269","0.02978515625","0.02978515625","0.02978515625","269","269","269","0.02880859375","0.02880859375","0.02880859375","269","269","269","0.03271484375","0.03271484375","0.03271484375","269","269","269","0.0361328125","0.0361328125","0.0361328125","269","269","269","0.0380859375","0.0380859375","0.0380859375","269","269","269","0.04443359375","0.04443359375","0.04443359375","269","269","269","0.03369140625","0.03369140625","0.03369140625","269","269","269","0.0341796875","0.0341796875","0.0341796875"
"387072000","271","271","271","0.0439453125","0.0439453125","0.0439453125","271","271","271","0.04443359375","0.04443359375","0.04443359375","271","271","271","0.04345703125","0.04345703125","0.04345703125","271","271","271","0.046875","0.046875","0.046875","271","271","271","0.048828125","0.048828125","0.048828125","271","271","271","0.041015625","0.041015625","0.041015625","271","271","271","0.0458984375","0.0458984375","0.0458984375","271","271","271","0.05224609375","0.05224609375","0.05224609375","271","271","271","0.04638671875","0.04638671875","0.04638671875","271","271","271","0.0478515625","0.0478515625","0.0478515625"
"389120000","272","272","272","0.03564453125","0.03564453125","0.03564453125","272","272","272","0.03759765625","0.03759765625","0.03759765625","272","272","272","0.03271484375","0.03271484375","0.03271484375","272","272","272","0.041015625","0.041015625","0.041015625","272","272","272","0.0390625","0.0390625","0.0390625","272","272","272","0.03076171875","0.03076171875","0.03076171875","272","272","272","0.04052734375","0.04052734375","0.04052734375","272","272","272","0.04931640625","0.04931640625","0.04931640625","272","272","272","0.03955078125","0.03955078125","0.03955078125","272","272","272","0.04296875","0.04296875","0.04296875"
"391168000","273","273","273","0.03759765625","0.03759765625","0.03759765625","273","273","273","0.02734375","0.02734375","0.02734375","273","273","273","0.02490234375","0.02490234375","0.02490234375","273","273","273","0.03173828125","0.03173828125","0.03173828125","273","273","273","0.03662109375","0.03662109375","0.03662109375","273","273","273","0.03125","0.03125","0.03125","273","273","273","0.041015625","0.041015625","0.041015625","273","273","273","0.046875","0.046875","0.046875","273","273","273","0.0419921875","0.0419921875","0.0419921875","273","273","273","0.03662109375","0.03662109375","0.03662109375"
"393216000","275","275","275","0.03173828125","0.03173828125","0.03173828125","275","275","275","0.0361328125","0.0361328125","0.0361328125","275","275","275","0.0361328125","0.0361328125","0.0361328125","275","275","275","0.03515625","0.03515625","0.03515625","275","275","275","0.04052734375","0.04052734375","0.04052734375","275","275","275","0.03857421875","0.03857421875","0.03857421875","275","275","275","0.0322265625","0.0322265625","0.0322265625","275","275","275","0.046875","0.046875","0.046875","275","275","275","0.03271484375","0.03271484375","0.03271484375","275","275","275","0.04248046875","0.04248046875","0.04248046875"
"395264000","276","276","276","0.0361328125","0.0361328125","0.0361328125","276","276","276","0.0302734375","0.0302734375","0.0302734375","276","276","276","0.03369140625","0.03369140625","0.03369140625","276","276","276","0.03369140625","0.03369140625","0.03369140625","276","276","276","0.0322265625","0.0322265625","0.0322265625","276","276","276","0.0361328125","0.0361328125","0.0361328125","276","276","276","0.02783203125","0.02783203125","0.02783203125","276","276","276","0.0400390625","0.0400390625","0.0400390625","276","276","276","0.04248046875","0.04248046875","0.04248046875","276","276","276","0.0478515625","0.0478515625","0.0478515625"
"399360000","279","279","279","0.03564453125","0.03564453125","0.03564453125","279","279","279","0.03857421875","0.03857421875","0.03857421875","279","279","279","0.0302734375","0.0302734375","0.0302734375","279","279","279","0.03369140625","0.03369140625","0.03369140625","279","279","279","0.037109375","0.037109375","0.037109375","279","279","279","0.04296875","0.04296875","0.04296875","279","279","279","0.0419921875","0.0419921875","0.0419921875","279","279","279","0.05078125","0.05078125","0.05078125","279","279","279","0.03955078125","0.03955078125","0.03955078125","279","279","279","0.03857421875","0.03857421875","0.03857421875"
"401408000","280","280","280","0.03857421875","0.03857421875","0.03857421875","280","280","280","0.0380859375","0.0380859375","0.0380859375","280","280","280","0.02783203125","0.02783203125","0.02783203125","280","280","280","0.04345703125","0.04345703125","0.04345703125","280","280","280","0.03857421875","0.03857421875","0.03857421875","280","280","280","0.03515625","0.03515625","0.03515625","280","280","280","0.03369140625","0.03369140625","0.03369140625","280","280","280","0.0341796875","0.0341796875","0.0341796875","280","280","280","0.03369140625","0.03369140625","0.03369140625","280","280","280","0.0380859375","0.0380859375","0.0380859375"
"403456000","282","282","282","0.03955078125","0.03955078125","0.03955078125","282","282","282","0.03759765625","0.03759765625","0.03759765625","282","282","282","0.029296875","0.029296875","0.029296875","282","282","282","0.03173828125","0.03173828125","0.03173828125","282","282","282","0.03271484375","0.03271484375","0.03271484375","282","282","282","0.03759765625","0.03759765625","0.03759765625","282","282","282","0.03076171875","0.03076171875","0.03076171875","282","282","282","0.04931640625","0.04931640625","0.04931640625","282","282","282","0.04248046875","0.04248046875","0.04248046875","282","282","282","0.0419921875","0.0419921875","0.0419921875"
"405504000","283","283","283","0.03271484375","0.03271484375","0.03271484375","283","283","283","0.03759765625","0.03759765625","0.03759765625","283","283","283","0.03564453125","0.03564453125","0.03564453125","283","283","283","0.04443359375","0.04443359375","0.04443359375","283","283","283","0.03466796875","0.03466796875","0.03466796875","283","283","283","0.0341796875","0.0341796875","0.0341796875","283","283","283","0.03759765625","0.03759765625","0.03759765625","283","283","283","0.044921875","0.044921875","0.044921875","283","283","283","0.0341796875","0.0341796875","0.0341796875","283","283","283","0.03955078125","0.03955078125","0.03955078125"
"409600000","286","286","286","0.04248046875","0.04248046875","0.04248046875","286","286","286","0.0390625","0.0390625","0.0390625","286","286","286","0.03466796875","0.03466796875","0.03466796875","286","286","286","0.02978515625","0.02978515625","0.02978515625","286","286","286","0.04296875","0.04296875","0.04296875","286","286","286","0.03759765625","0.03759765625","0.03759765625","286","286","286","0.0341796875","0.0341796875","0.0341796875","286","286","286","0.04248046875","0.04248046875","0.04248046875","286","286","286","0.0322265625","0.0322265625","0.0322265625","286","286","286","0.0478515625","0.0478515625","0.0478515625"
"411648000","287","287","287","0.0400390625","0.0400390625","0.0400390625","287","287","287","0.0361328125","0.0361328125","0.0361328125","287","287","287","0.03369140625","0.03369140625","0.03369140625","287","287","287","0.0380859375","0.0380859375","0.0380859375","287","287","287","0.03955078125","0.03955078125","0.03955078125","287","287","287","0.03515625","0.03515625","0.03515625","287","287","287","0.03759765625","0.03759765625","0.03759765625","287","287","287","0.04345703125","0.04345703125","0.04345703125","287","287","287","0.03515625","0.03515625","0.03515625","287","287","287","0.0458984375","0.0458984375","0.0458984375"
"413696000","289","289","289","0.03564453125","0.03564453125","0.03564453125","289","289","289","0.0341796875","0.0341796875","0.0341796875","289","289","289","0.03173828125","0.03173828125","0.03173828125","289","289","289","0.03955078125","0.03955078125","0.03955078125","289","289","289","0.0400390625","0.0400390625","0.0400390625","289","289","289","0.02783203125","0.02783203125","0.02783203125","289","289","289","0.03662109375","0.03662109375","0.03662109375","289","289","289","0.04541015625","0.04541015625","0.04541015625","289","289","289","0.03662109375","0.03662109375","0.03662109375","289","289","289","0.04345703125","0.04345703125","0.04345703125"
"415744000","290","290","290","0.0361328125","0.0361328125","0.0361328125","290","290","290","0.033203125","0.033203125","0.033203125","290","290","290","0.03369140625","0.03369140625","0.03369140625","290","290","290","0.03076171875","0.03076171875","0.03076171875","290","290","290","0.0361328125","0.0361328125","0.0361328125","290","290","290","0.0302734375","0.0302734375","0.0302734375","290","290","290","0.041015625","0.041015625","0.041015625","290","290","290","0.04345703125","0.04345703125","0.04345703125","290","290","290","0.03857421875","0.03857421875","0.03857421875","290","290","290","0.03515625","0.03515625","0.03515625"
"417792000","291","291","291","0.03369140625","0.03369140625","0.03369140625","291","291","291","0.03662109375","0.03662109375","0.03662109375","291","291","291","0.03369140625","0.03369140625","0.03369140625","291","291","291","0.0341796875","0.0341796875","0.0341796875","291","291","291","0.037109375","0.037109375","0.037109375","291","291","291","0.03955078125","0.03955078125","0.03955078125","291","291","291","0.033203125","0.033203125","0.033203125","291","291","291","0.03759765625","0.03759765625","0.03759765625","291","291","291","0.0390625","0.0390625","0.0390625","291","291","291","0.03466796875","0.03466796875","0.03466796875"
"419840000","292","292","292","0.03955078125","0.03955078125","0.03955078125","292","292","292","0.041015625","0.041015625","0.041015625","292","292","292","0.03173828125","0.03173828125","0.03173828125","292","292","292","0.03271484375","0.03271484375","0.03271484375","292","292","292","0.041015625","0.041015625","0.041015625","292","292","292","0.037109375","0.037109375","0.037109375","292","292","292","0.02978515625","0.02978515625","0.02978515625","292","292","292","0.0380859375","0.0380859375","0.0380859375","292","292","292","0.04052734375","0.04052734375","0.04052734375","292","292","292","0.03515625","0.03515625","0.03515625"
"421888000","293","293","293","0.037109375","0.037109375","0.037109375","293","293","293","0.041015625","0.041015625","0.041015625","293","293","293","0.037109375","0.037109375","0.037109375","293","293","293","0.03662109375","0.03662109375","0.03662109375","293","293","293","0.03564453125","0.03564453125","0.03564453125","293","293","293","0.03173828125","0.03173828125","0.03173828125","293","293","293","0.03271484375","0.03271484375","0.03271484375","293","293","293","0.04443359375","0.04443359375","0.04443359375","293","293","293","0.03955078125","0.03955078125","0.03955078125","293","293","293","0.0341796875","0.0341796875","0.0341796875"
"423936000","295","295","295","0.044921875","0.044921875","0.044921875","295","295","295","0.03515625","0.03515625","0.03515625","295","295","295","0.03466796875","0.03466796875","0.03466796875","295","295","295","0.04443359375","0.04443359375","0.04443359375","295","295","295","0.03857421875","0.03857421875","0.03857421875","295","295","295","0.04150390625","0.04150390625","0.04150390625","295","295","295","0.04541015625","0.04541015625","0.04541015625","295","295","295","0.05419921875","0.05419921875","0.05419921875","295","295","295","0.06005859375","0.06005859375","0.06005859375","295","295","295","0.04638671875","0.04638671875","0.04638671875"
"425984000","296","296","296","0.03466796875","0.03466796875","0.03466796875","296","296","296","0.041015625","0.041015625","0.041015625","296","296","296","0.03369140625","0.03369140625","0.03369140625","296","296","296","0.04345703125","0.04345703125","0.04345703125","296","296","296","0.03955078125","0.03955078125","0.03955078125","296","296","296","0.03515625","0.03515625","0.03515625","296","296","296","0.03271484375","0.03271484375","0.03271484375","296","296","296","0.03564453125","0.03564453125","0.03564453125","296","296","296","0.02978515625","0.02978515625","0.02978515625","296","296","296","0.04736328125","0.04736328125","0.04736328125"
"428032000","297","297","297","0.037109375","0.037109375","0.037109375","297","297","297","0.03271484375","0.03271484375","0.03271484375","297","297","297","0.0263671875","0.0263671875","0.0263671875","297","297","297","0.03466796875","0.03466796875","0.03466796875","297","297","297","0.03271484375","0.03271484375","0.03271484375","297","297","297","0.03515625","0.03515625","0.03515625","297","297","297","0.03271484375","0.03271484375","0.03271484375","297","297","297","0.0341796875","0.0341796875","0.0341796875","297","297","297","0.037109375","0.037109375","0.037109375","297","297","297","0.03466796875","0.03466796875","0.03466796875"
"430080000","299","299","299","0.04541015625","0.04541015625","0.04541015625","299","299","299","0.03466796875","0.03466796875","0.03466796875","299","299","299","0.03857421875","0.03857421875","0.03857421875","299","299","299","0.0380859375","0.0380859375","0.0380859375","299","299","299","0.0439453125","0.0439453125","0.0439453125","299","299","299","0.03466796875","0.03466796875","0.03466796875","299","299","299","0.029296875","0.029296875","0.029296875","299","299","299","0.04052734375","0.04052734375","0.04052734375","299","299","299","0.037109375","0.037109375","0.037109375","299","299","299","0.03515625","0.03515625","0.03515625"
"432128000","300","300","300","0.0341796875","0.0341796875","0.0341796875","300","300","300","0.03076171875","0.03076171875","0.03076171875","300","300","300","0.03515625","0.03515625","0.03515625","300","300","300","0.0439453125","0.0439453125","0.0439453125","300","300","300","0.0380859375","0.0380859375","0.0380859375","300","300","300","0.03173828125","0.03173828125","0.03173828125","300","300","300","0.033203125","0.033203125","0.033203125","300","300","300","0.03759765625","0.03759765625","0.03759765625","300","300","300","0.0400390625","0.0400390625","0.0400390625","300","300","300","0.04541015625","0.04541015625","0.04541015625"
"434176000","302","302","302","0.05419921875","0.05419921875","0.05419921875","302","302","302","0.04345703125","0.04345703125","0.04345703125","302","302","302","0.041015625","0.041015625","0.041015625","302","302","302","0.03955078125","0.03955078125","0.03955078125","302","302","302","0.0400390625","0.0400390625","0.0400390625","302","302","302","0.04052734375","0.04052734375","0.04052734375","302","302","302","0.0400390625","0.0400390625","0.0400390625","302","302","302","0.0400390625","0.0400390625","0.0400390625","302","302","302","0.052734375","0.052734375","0.052734375","302","302","302","0.0498046875","0.0498046875","0.0498046875"
"436224000","303","303","303","0.037109375","0.037109375","0.037109375","303","303","303","0.03173828125","0.03173828125","0.03173828125","303","303","303","0.0361328125","0.0361328125","0.0361328125","303","303","303","0.04345703125","0.04345703125","0.04345703125","303","303","303","0.03662109375","0.03662109375","0.03662109375","303","303","303","0.03515625","0.03515625","0.03515625","303","303","303","0.0390625","0.0390625","0.0390625","303","303","303","0.05029296875","0.05029296875","0.05029296875","303","303","303","0.0390625","0.0390625","0.0390625","303","303","303","0.03662109375","0.03662109375","0.03662109375"
"438272000","304","304","304","0.03662109375","0.03662109375","0.03662109375","304","304","304","0.03271484375","0.03271484375","0.03271484375","304","304","304","0.0341796875","0.0341796875","0.0341796875","304","304","304","0.0302734375","0.0302734375","0.0302734375","304","304","304","0.04296875","0.04296875","0.04296875","304","304","304","0.03662109375","0.03662109375","0.03662109375","304","304","304","0.02978515625","0.02978515625","0.02978515625","304","304","304","0.04296875","0.04296875","0.04296875","304","304","304","0.03173828125","0.03173828125","0.03173828125","304","304","304","0.04150390625","0.04150390625","0.04150390625"
"440320000","306","306","306","0.0322265625","0.0322265625","0.0322265625","306","306","306","0.0302734375","0.0302734375","0.0302734375","306","306","306","0.02734375","0.02734375","0.02734375","306","306","306","0.037109375","0.037109375","0.037109375","306","306","306","0.03662109375","0.03662109375","0.03662109375","306","306","306","0.02734375","0.02734375","0.02734375","306","306","306","0.0341796875","0.0341796875","0.0341796875","306","306","306","0.04150390625","0.04150390625","0.04150390625","306","306","306","0.0478515625","0.0478515625","0.0478515625","306","306","306","0.03955078125","0.03955078125","0.03955078125"
"442368000","307","307","307","0.03173828125","0.03173828125","0.03173828125","307","307","307","0.0322265625","0.0322265625","0.0322265625","307","307","307","0.033203125","0.033203125","0.033203125","307","307","307","0.03369140625","0.03369140625","0.03369140625","307","307","307","0.037109375","0.037109375","0.037109375","307","307","307","0.03173828125","0.03173828125","0.03173828125","307","307","307","0.02880859375","0.02880859375","0.02880859375","307","307","307","0.04443359375","0.04443359375","0.04443359375","307","307","307","0.03173828125","0.03173828125","0.03173828125","307","307","307","0.041015625","0.041015625","0.041015625"
"446464000","310","310","310","0.03759765625","0.03759765625","0.03759765625","310","310","310","0.03515625","0.03515625","0.03515625","310","310","310","0.03369140625","0.03369140625","0.03369140625","310","310","310","0.03466796875","0.03466796875","0.03466796875","310","310","310","0.041015625","0.041015625","0.041015625","310","310","310","0.0361328125","0.0361328125","0.0361328125","310","310","310","0.03369140625","0.03369140625","0.03369140625","310","310","310","0.03955078125","0.03955078125","0.03955078125","310","310","310","0.04638671875","0.04638671875","0.04638671875","310","310","310","0.04296875","0.04296875","0.04296875"
"448512000","311","311","311","0.03955078125","0.03955078125","0.03955078125","311","311","311","0.03369140625","0.03369140625","0.03369140625","311","311","311","0.0341796875","0.0341796875","0.0341796875","311","311","311","0.037109375","0.037109375","0.037109375","311","311","311","0.03955078125","0.03955078125","0.03955078125","311","311","311","0.02978515625","0.02978515625","0.02978515625","311","311","311","0.03271484375","0.03271484375","0.03271484375","311","311","311","0.03759765625","0.03759765625","0.03759765625","311","311","311","0.0517578125","0.0517578125","0.0517578125","311","311","311","0.03271484375","0.03271484375","0.03271484375"
"450560000","313","313","313","0.0322265625","0.0322265625","0.0322265625","313","313","313","0.03564453125","0.03564453125","0.03564453125","313","313","313","0.03466796875","0.03466796875","0.03466796875","313","313","313","0.03564453125","0.03564453125","0.03564453125","313","313","313","0.03515625","0.03515625","0.03515625","313","313","313","0.037109375","0.037109375","0.037109375","313","313","313","0.02587890625","0.02587890625","0.02587890625","313","313","313","0.04833984375","0.04833984375","0.04833984375","313","313","313","0.03564453125","0.03564453125","0.03564453125","313","313","313","0.0400390625","0.0400390625","0.0400390625"
"452608000","314","314","314","0.03515625","0.03515625","0.03515625","314","314","314","0.0341796875","0.0341796875","0.0341796875","314","314","314","0.03564453125","0.03564453125","0.03564453125","314","314","314","0.04248046875","0.04248046875","0.04248046875","314","314","314","0.03076171875","0.03076171875","0.03076171875","314","314","314","0.037109375","0.037109375","0.037109375","314","314","314","0.037109375","0.037109375","0.037109375","314","314","314","0.0400390625","0.0400390625","0.0400390625","314","314","314","0.0419921875","0.0419921875","0.0419921875","314","314","314","0.03759765625","0.03759765625","0.03759765625"
